MARKET,TYPE,BRAND,MODEL,Sage Code,DESCRIPTION,SAMSUNG CODE,Color / SIM
WHOLE SALE,MOBILE,SAM Lat,A556 (Galaxy A55 5G) 8+256GB DS,A556-SM-BK256DL,SM-A556EZKMTPA (Galaxy A55 5G) BLACK 8+256GB DS LATIN,SM-A556EZKMTPA,BLACK
WHOLE SALE,MOBILE,SAM Lat,A556 (Galaxy A55 5G) 8+128GB DS,A556-SM-BK128DL,SM-A556EZKLTPA (Galaxy A55 5G) BLACK 8+128GB DS LATIN,SM-A556EZKLTPA,BLACK
WHOLE SALE,MOBILE,SAM Lat,A556 (Galaxy A55 5G) 8+128GB DS,A556-SM-BL128DL,SM-A556ELBLTPA (Galaxy A55 5G) LIGHT BLUE 8+128GB DS LATIN,SM-A556ELBLTPA,Light Blue
WHOLE SALE,MOBILE,SAM Lat,A356 (Galaxy A35 5G) 8+256GB DS,A356-SM-BK256DL,SM-A356EZKGTPA (Galaxy A35 5G) BLACK 8+256GB DS LATIN,SM-A356EZKGTPA,black
WHOLE SALE,MOBILE,SAM Lat,A356 (Galaxy A35 5G) 8+256GB DS,A356-SM-BL256DL,SM-A356ELBGTPA (Galaxy A35 5G) Light Blue 8+ 256GB DS LATIN,SM-A356ELBGTPA,Light Blue
WHOLE SALE,MOBILE,SAM Lat,A356 (Galaxy A35 5G) 8+256GB DS,A356-SM-VL256DL,SM-A356ELVGTPA (Galaxy A35 5G) VIOLET  8+256GB DS,SM-A356ELVGTPA,Violet
WHOLE SALE,MOBILE,SAM Lat,A256 (Galaxy A25 5G) 6+128GB,A256-SM-BK128DL,SM-A256EZKDTPA (Galaxy A25 5G) Black 6+128GB DS LATIN,SM-A256EZKDTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A256 (Galaxy A25 5G) 8+256GB,A256-SM-BK256DL,SM-A256EZKHTPA (Galaxy A25 5G) Black 8+256GB DS LATIN,SM-A256EZKHTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A256 (Galaxy A25 5G) 6+128GB,A256-SM-BL128DL,SM-A256EZBDTPA (Galaxy A25 5G) Blue 6+128GB DS LATIN,SM-A256EZBDTPA,Blue
WHOLE SALE,MOBILE,SAM Lat,A256 (Galaxy A25 5G) 8+256GB,A256-SM-BL256DL,SM-A256EZBHTPA (Galaxy A25 5G) Blue 8+256GB DS LATIN,SM-A256EZBHTPA,Blue
WHOLE SALE,MOBILE,SAM Lat,A256 (Galaxy A25 5G) 6+128GB,A256-SM-YL128DL,SM-A256EZYDTPA (Galaxy A25 5G) Yellow 6+128GB DS,SM-A256EZYDTPA,YELLOW
WHOLE SALE,MOBILE,SAM Lat,A256 (Galaxy A25 5G) 8+256GB,A256-SM-YL256DL,SM-A256EZYHTPA (Galaxy A25 5G) Yellow 8+256GB DS LATIN,SM-A256EZYHTPA,YELLOW
WHOLE SALE,MOBILE,SAM Lat,A556 (Galaxy A55 5G) 8+128GB DS,A556-SM-VL128DL,SM-A556ELVLTPA (Galaxy A55 5G) LIGHT VIOLET 8+128GB DS,SM-A556ELVLTPA,Violet
WHOLE SALE,MOBILE,SAM Lat,A556 (Galaxy A55 5G) 8+256GB DS,A556-SM-VL256DL,SM-A556ELVMTPA  (Galaxy A55 5G) LIGHT VIOLET 8+256GB DS,SM-A556ELVMTPA,Violet
WHOLE SALE,MOBILE,SAM Lat,A556 (Galaxy A55 5G) 8+128GB DS,A556-SM-YL128DL,SM-A556EZYLTPA  (Galaxy A55 5G) YELLOW 8+128GB DS,SM-A556EZYLTPA,YELLOW
WHOLE SALE,MOBILE,SAM Lat,A556 (Galaxy A55 5G) 8+256GB DS,A556-SM-YL256DL,SM-A556EZYMTPA (Galaxy A55 5G) YELLOW 8+256GB DS,SM-A556EZYMTPA,YELLOW
WHOLE SALE,TABLET,SAM Lat,TAB X616 (Galaxy Tab S9 FE + ) 5G 12+256GB,X616-SM-GR2565G,SM-X616BZAHTPA (Galaxy Tab S9 FE+) 5G 8+256GB SILVER Latin w/o cover,SM-X616BZAHTPA,Graphite
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+256GB,S928-SM-VL256DL,SM-S928BZVKTPA (S24 Ultra) 12+256GB TITANIUM VIOLET DS LATIN,SM-S928BZVKTPA,TITANIUM VIOLET
WHOLE SALE,MOBILE,SAM Lat,S926 (S24+) 12+256GB,S926-SM-BK256DL,SM-S926BZKJTPA (S24+) 12+256GB ONYX BLACK DS LATIN,SM-S926BZKJTPA,Black
WHOLE SALE,MOBILE,SAM Lat,S926 (S24+) 12+512GB,S926-SM-BK512DL,SM-S926BZKKTPA (S24+) 12+512GB ONYX BLACK DS LATIN,SM-S926BZKKTPA,ONXY BLACK
WHOLE SALE,MOBILE,SAM Lat,A156 (Galaxy-A15 5G) 6+128GB,A156-SM-YL128DL,SM-A156MZYGTPA (Galaxy-A15 5G) YELLOW 6+128GB DS LATIN,SM-A156MZYGTPA,Yellow
WHOLE SALE,MOBILE,SAM Lat,S921 (S24) 8+256GB,S921-SM-BK256DL,SM-S921BZKKTPA (S24) 8+256GB Onyx Black,SM-S921BZKKTPA,ONXY BLACK
WHOLE SALE,MOBILE,SAM Lat,S921 (S24) 8+256GB,S921-SM-GR256DL,SM-S921BZAKTPA (S24) 8+256GB Marble Gray DS LATIN,SM-S921BZAKTPA,Marble Gray
WHOLE SALE,MOBILE,SAM Lat,A156 (Galaxy-A15 5G) 8+256GB,A156-SM-YL256DL,SM-A156MZYHTPA (Galaxy-A15 5G) YELLOW 8+256GB DS LATIN,SM-A156MZYHTPA,Yellow
WHOLE SALE,MOBILE,SAM Lat,S921 (S24) 8+256GB,S921-SM-VL256DL,SM-S921BZVKTPA (S24) 8+256GB Violet DS LATIN,SM-S921BZVKTPA,Voilet
WHOLE SALE,MOBILE,SAM Lat,S926 (S24+) 12+256GB,S926-SM-GR256DL,SM-S926BZAJTPA (S24+) 12+256GB MARBLE GRAY DS LATIN,SM-S926BZAJTPA,Marble Gray
WHOLE SALE,MOBILE,SAM Lat,A356 (Galaxy A35 5G) 8+256GB DS,A356-SM-YL256DL,SM-A356EZYGTPA (Galaxy A35 5G) YELLOW 8+256GB DS LATIN,SM-A356EZYGTPA,Yellow
ACCESSORY,ACCESSORY,SAM Lat,R861 Galaxy Watch FE,R861-S-WATCFESL,SM-R861NZSALTA Galaxy Watch FE Silver,SM-R861NZSALTA,Silver
ACCESSORY,ACCESSORY,SAM Lat,R861 Galaxy Watch FE,R861-S-WATCFEPG,SM-R861NIDALTA Galaxy Watch FE Pink Gold,SM-R861NIDALTA,Pink Gold
WHOLE SALE,TABLET,SAM Lat,TAB X210 (Galaxy Tab A9+) WIFI 4+64GB,X210-SM-SL64WIF,SM-X210NZSATPA (Galaxy Tab A9+) WIFI 4+64GB Silver Latin,SM-X210NZSATPA,Silver
WHOLE SALE,TABLET,SAM Lat,TAB X210 (Galaxy Tab A9+) WIFI 4+64GB,X210-SM-GR64WIF,SM-X210NZAATPA (Galaxy Tab A9+) WIFI 4+64GB GRAY Latin,SM-X210NZAATPA,Gray
ACCESSORY,ACCESSORY,SAM Lat,R861 Galaxy Watch FE,R861-S-WATCFEBK,SM-R861NZKALTA Galaxy Watch FE Black,SM-R861NZKALTA,Black
ACCESSORY,ACCESSORY,SAM Lat,R530 Galaxy Buds 3,R530-S-BUDS3-SL,SM-R530NZAALTA Galaxy BUDS 3 Silver,SM-R530NZAALTA,Silver
ACCESSORY,ACCESSORY,SAM Lat,R530 Galaxy Buds 3,R530-S-BUDS3-WT,SM-R530NZWALTA Galaxy BUDS 3 White,SM-R530NZWALTA,White
ACCESSORY,ACCESSORY,SAM Lat,R630 Galaxy Buds 3 Pro,R630-S-BUD3P-SL,SM-R630NZAALTA Galaxy BUDS 3 PRO Silver,SM-R630NZAALTA,Silver
ACCESSORY,ACCESSORY,SAM Lat,L310 Galaxy Watch 7 (FRESH) 44mm,L310-S-WAT7SL44,SM-L310NZSALTA  Galaxy Watch 7 (FRESH) 44mm Silver,SM-L310NZSALTA,Silver
ACCESSORY,ACCESSORY,SAM Lat,L310 Galaxy Watch 7 (FRESH) 44mm,L310-S-WAT7GN44,SM-L310NZGALTA Galaxy Watch 7 (FRESH) 44mm Green,SM-L310NZGALTA,Green
ACCESSORY,ACCESSORY,SAM Lat,L300N Galaxy Watch 7 (FRESH SMALL) 40mm,L300-S-WAT7GN40,SM-L300NZGALTA Galaxy Watch 7 (FRESH SMALL) 40mm Green,SM-L300NZGALTA,Green
ACCESSORY,ACCESSORY,SAM Lat,L300N Galaxy Watch 7 (FRESH SMALL) 40mm,L300-S-WAT7BG40,SM-L300NZEALTA Galaxy Watch 7 (FRESH SMALL) 40mm cream / Beigie,SM-L300NZEALTA,Beige / cream
ACCESSORY,ACCESSORY,SAM Lat,Watch 7 44mm Fabric band,WATCH7BAND-S-BL,ET-SVL31LNEGWW (Watch 7 44MM Fabric Band M/L) Dark Blue,ET-SVL31LNEGWW,Dark Blue
ACCESSORY,ACCESSORY,SAM Lat,Watch 7 44mm Fabric band,WATCH7BAND-S-GN,ET-SVL31LKEGWW (Watch 7 44MM Fabric Band M/L) Green,ET-SVL31LKEGWW,Green
WHOLE SALE,MOBILE,SAM Lat,A065 (Galaxy A06) 4+64GB,A065-SM-BL64DL,SM-A065MLBDTPA (Galaxy A06) BLUE 4+64GB DS LATIN,SM-A065MLBDTPA,Blue
WHOLE SALE,MOBILE,SAM Lat,A065 (Galaxy A06) 4+128GB,A065-SM-BL128DL,SM-A065MLBGTPA (Galaxy A06) BLUE 4+128GB DS LATIN,SM-A065MLBGTPA,Blue
WHOLE SALE,MOBILE,SAM Lat,A065 (Galaxy A06) 4+64GB,A065-SM-GN64DL,SM-A065MLGDTPA (Galaxy A06) GREEN 4+64GB DS LATIN,SM-A065MLGDTPA,Green
WHOLE SALE,MOBILE,SAM Lat,A065 (Galaxy A06) 4+128GB,A065-SM-GN128DL,SM-A065MLGGTPA (Galaxy A06) GREEN 4+128GB DS LATIN,SM-A065MLGGTPA,Green
WHOLE SALE,MOBILE,SAM Lat,A065 (Galaxy A06) 4+64GB,A065-SM-BK64DL,SM-A065MZKDTPA (Galaxy A06) BLACK 4+64GB DS LATIN,SM-A065MZKDTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A065 (Galaxy A06) 4+128GB,A065-SM-BK128DL,SM-A065MZKGTPA (Galaxy A06) BLACK 4+128GB DS LATIN,SM-A065MZKGTPA,Black
ACCESSORY,ACCESSORY,SAM Lat,R630 Galaxy Buds 3 Pro,R630-S-BUD3P-WT,SM-R630NZWALTA Galaxy BUDS 3 PRO White,SM-R630NZWALTA,White
WHOLE SALE,TABLET,SAM Lat,TAB X210 (Galaxy Tab A9+) WIFI 8+128GB,X210-SM-GR128WF,SM-X210NZAETPA (Galaxy Tab A9+) WIFI 8+128GB GRAY LATIN,SM-X210NZAETPA,Gray
WHOLE SALE,TABLET,SAM Lat,TAB X210 (Galaxy Tab A9+) WIFI 8+128GB,X210-SM-SL128WF,SM-X210NZSETPA (Galaxy Tab A9+) WIFI 8+128GB SILVER LATIN,SM-X210NZSETPA,Silver
WHOLE SALE,TABLET,SAM Lat,TAB X110 (Galaxy Tab A9) WIFI 4+64GB,X110-SM-SL64WFI,SM-X110NZSATPA (Galaxy Tab A9) WIFI 4+64GB SILVER LATIN,SM-X110NZSATPA,Silver
WHOLE SALE,TABLET,SAM Lat,TAB X110 (Galaxy Tab A9) WIFI 4+64GB,X110-SM-GR64WFI,SM-X110NZAATPA (Galaxy Tab A9) WIFI 4+64GB GRAY LATIN,SM-X110NZAATPA,Gray
WHOLE SALE,TABLET,SAM Lat,TAB X110 (Galaxy Tab A9) WIFI 4+64GB,X110-SM-SL64-WF,SM-X110NZSAL15 (Galaxy Tab A9) WIFI 4+64GB SILVER LATIN,SM-X110NZSAL15,Silver
WHOLE SALE,TABLET,SAM Lat,TAB X110 (Galaxy Tab A9) WIFI 4+64GB,X110-SM-GR64-WF,SM-X110NZAAL15 (Galaxy Tab A9) WIFI 4+64GB Griphite / Gray LATIN,SM-X110NZAAL15,Gray
WHOLE SALE,MOBILE,SAM Lat,F956 (Galaxy Z Fold 6) 12+256GB,F956-SM-NV256DL,SM-F956BDBJTPA (Galaxy Z Fold 6) Navy 12+256GB DS LATIN,SM-F956BDBJTPA,Navey
WHOLE SALE,MOBILE,SAM Lat,F956 (Galaxy Z Fold 6) 12+512GB,F956-SM-NV512DL,SM-F956BDBKTPA (Galaxy Z Fold 6) Navy 12+512GB DS LATIN,SM-F956BDBKTPA,Navey
WHOLE SALE,MOBILE,SAM Lat,F956 (Galaxy Z Fold 6) 12+512GB,F956-SM-PK512DL,SM-F956BLIKTPA (Galaxy Z Fold 6) Pink 12+512GB DS LATIN,SM-F956BLIKTPA,Pink
WHOLE SALE,MOBILE,SAM Lat,F956 (Galaxy Z Fold 6) 12+256GB,F956-SM-SL256DL,SM-F956BZSJTPA (Galaxy Z Fold 6) Silver Shadow 12+256GB DS LATIN,SM-F956BZSJTPA,Silver Shadow
WHOLE SALE,MOBILE,SAM Lat,F956 (Galaxy Z Fold 6) 12+512GB,F956-SM-SL512DL,SM-F956BZSKTPA (Galaxy Z Fold 6) Silver Shadow 12+512GB DS LATIN,SM-F956BZSKTPA,Silver Shadow
WHOLE SALE,MOBILE,SAM Lat,F741 (Galaxy Z Flip 6) 12+512GB,F741-SM-BL512DL,SM-F741BLBKTPA (Galaxy Z Flip 6) Blue 12+512GB DS LATIN,SM-F741BLBKTPA,Blue
WHOLE SALE,MOBILE,SAM Lat,F741 (Galaxy Z Flip 6) 12+512GB,F741-SM-GN512DL,SM-F741BLGKTPA (Galaxy Z Flip 6) Green / Mint 12+512GB DS LATIN,SM-F741BLGKTPA,Green /Mint
WHOLE SALE,MOBILE,SAM Lat,S721 (S24 FE) 8+256GB ,S721-SM-BL256DL,SM-S721BLBKTPA (S24 FE) Blue DS 8+256GB DS LATIN,SM-S721BLBKTPA,Blue
WHOLE SALE,MOBILE,SAM Lat,S721 (S24 FE) 8+256GB ,S721-SM-GN256DL,SM-S721BLGKTPA (S24 FE) Green / Mint DS 8+256GB DS LATIN,SM-S721BLGKTPA,Green /Mint
WHOLE SALE,MOBILE,SAM Lat,S721 (S24 FE) 8+256GB ,S721-SM-GP256DL,SM-S721BZKKTPA (S24 FE) Graphite DS 8+256GB DS LATIN,SM-S721BZKKTPA,Graphite
WHOLE SALE,MOBILE,SAM Lat,S721 (S24 FE) 8+256GB ,S721-SM-GR256DL,SM-S721BZAKTPA (S24 FE) Gray DS 8+256GB DS LATIN,SM-S721BZAKTPA,Gray
WHOLE SALE,MOBILE,SAM Lat,F741 (Galaxy Z Flip 6) 12+256GB,F741-SM-BL256DL,SM-F741BLBJTPA (Galaxy Z Flip 6) Blue 12+256GB DS LATIN,SM-F741BLBJTPA,Blue
ACCESSORY,CASE,SAM Lat,S721 S24 FE Case,S721-SM-CASE-BK,EF-PS721CBEGWW S24 FE SILICON CASE Black,EF-PS721CBEGWW,Black
ACCESSORY,CASE,SAM Lat,S721 S24 FE Case,S721-SM-CASE-GR,EF-GS721CJEGWW S24 FE SILICON CASE Gray,EF-GS721CJEGWW,Gray
ACCESSORY,CASE,SAM Lat,S721 S24 FE Case,S721-SM-CASE-BL,EF-PS721CLEGWW S24 FE SILICON CASE Blue,EF-PS721CLEGWW,Blue
WHOLE SALE,MOBILE,SAM Lat,F741 (Galaxy Z Flip 6) 12+256GB,F741-SM-GN256DL,SM-F741BLGJTPA (Galaxy Z Flip 6) Green / Mint 12+256GB DS LATIN,SM-F741BLGJTPA,Green /Mint
WHOLE SALE,MOBILE,SAM Lat,F741 (Galaxy Z Flip 6) 12+256GB,F741-SM-SL256DL,SM-F741BZSJTPA (Galaxy Z Flip 6) Silver Shadow 12+256GB DS LATIN,SM-F741BZSJTPA,Silver Shadow
WHOLE SALE,MOBILE,SAM Lat,F741 (Galaxy Z Flip 6) 12+512GB,F741-SM-SL512DL,SM-F741BZSKTPA (Galaxy Z Flip 6) Silver Shadow 12+512GB DS LATIN,SM-F741BZSKTPA,Silver Shadow
WHOLE SALE,MOBILE,SAM Lat,A055 (Galaxy A05) 4+64GB,A055-SM-SL64GT,SM-A055MZSDGTO (Galaxy A05) SILVER 4+64GB DS LATIN,SM-A055MZSDGTO,Silver
WHOLE SALE,MOBILE,SAM Lat,A055 (Galaxy A05) 4+64GB,A055-SM-BK64GT,SM-A055MZKDGTO (Galaxy A05) BLACK 4+64GB DS LATIN,SM-A055MZKDGTO,Black
WHOLE SALE,MOBILE,SAM Lat,A055 (Galaxy A05) 4+64GB,A055-SM-GN64GT,SM-A055MLGDGTO (Galaxy A05) LIGHT GREEN 4+64GB DS LATIN,SM-A055MLGDGTO,Light Green
WHOLE SALE,MOBILE,SAM Lat,S926 (S24+) 12+512GB,S926-SM-GR512DL,SM-S926BZAKTPA (S24+) 12+512GB MARBLE GRAY DS LATIN,SM-S926BZAKTPA,Marble Gray
WHOLE SALE,MOBILE,SAM Lat,S921 (S24) 8+128GB,S921-SM-GR128DL,SM-S921BZAJTPA (S24) 8+128GB Marble Gray DS LATIN,SM-S921BZAJTPA,Marble Gray
WHOLE SALE,MOBILE,SAM Lat,F741 (Galaxy Z Flip 6) 12+256GB,F741-SM-YL256DL,SM-F741BZYJTPA (Galaxy Z Flip 6) Yellow 12+256GB DS LATIN,SM-F741BZYJTPA,Yellow
WHOLE SALE,MOBILE,SAM Lat,F741 (Galaxy Z Flip 6) 12+512GB,F741-SM-YL512DL,SM-F741BZYKTPA (Galaxy Z Flip 6) Yellow 12+512GB DS LATIN,SM-F741BZYKTPA,Yellow
WHOLE SALE,MOBILE,SAM Lat,F956 (Galaxy Z Fold 6) 12+256GB,F956-SM-PK256DL,SM-F956BLIJTPA (Galaxy Z Fold 6) Pink 12+256GB DS LATIN,SM-F956BLIJTPA,Pink
WHOLE SALE,MOBILE,SAM Lat,A166 (Galaxy A16 5G) 6+128GB,A166-SM-BK128DL,SM-A166MZKGTPA (Galaxy-A16 5G) Black 6+128GB DS LATIN,SM-A166MZKGTPA,BLACK
WHOLE SALE,MOBILE,SAM Lat,A166 (Galaxy A16 5G) 8+256GB,A166-SM-BK256DL,SM-A166MZKITPA (Galaxy-A16 5G) Black 8+256GB DS LATIN,SM-A166MZKITPA,BLACK
WHOLE SALE,MOBILE,SAM Lat,A166 (Galaxy A16 5G) 6+128GB,A166-SM-GR128DL,SM-A166MZAGTPA (Galaxy-A16 5G) Gray 6+128GB DS LATIN,SM-A166MZAGTPA,GRAY
WHOLE SALE,MOBILE,SAM Lat,A166 (Galaxy A16 5G) 8+256GB,A166-SM-GR256DL,SM-A166MZAITPA (Galaxy-A16 5G) Gray 8+256GB DS LATIN,SM-A166MZAITPA,GRAY
WHOLE SALE,MOBILE,SAM Lat,A166 (Galaxy A16 5G) 6+128GB,A166-SM-GN128DL,SM-A166MLGGTPA (Galaxy-A16 5G) Light Green 6+128GB DS LATIN,SM-A166MLGGTPA,LIGHT GREEN
WHOLE SALE,MOBILE,SAM Lat,A166 (Galaxy A16 5G) 8+256GB,A166-SM-GN256DL,SM-A166MLGITPA (Galaxy-A16 5G) Light Green 8+256GB DS LATIN,SM-A166MLGITPA,LIGHT GREEN
ACCESSORY,ACCESSORY,SAM Lat,L705F Watch Ultra,L705-S-WATULTGR,SM-L705FDAAGTO Galaxy Watch Ultra Titanium Gray,SM-L705FDAAGTO,Titanium Gray
ACCESSORY,ACCESSORY,SAM Lat,Smart Tag 2,T5600-SM-TAG2WT,EI-T5600BWEGWW Samsung Smart Tag 2 White Latin,EI-T5600BWEGWW,White
ACCESSORY,ACCESSORY,SAM Lat,Smart Tag 2,T5600-SM-TAG2BK,EI-T5600BBEGWW Samsung Smart Tag 2 Black Latin,EI-T5600BBEGWW,black
ACCESSORY,ACCESSORY,SAM Lat,Smart Tag 2 Pack of 4 kit ,T5600-SM-PK4KTL,EI-T5600KWEGWW Samsung Smart Tag 2 Pack of 4 kit (2 Black and 2 White) Latin,EI-T5600KWEGWW,Black and white
WHOLE SALE,MOBILE,SAM Lat,A165 (Galaxy A16) 6+128GB,A165-SM-GN6128D,SM-A165MLGGTPA (Galaxy A16) Green 6+128GB DS LATIN,SM-A165MLGGTPA,Green
WHOLE SALE,MOBILE,SAM Lat,A165 (Galaxy A16) 4+128GB,A165-SM-GN4128D,SM-A165MLGDTPA (Galaxy A16) Green 4+128GB DS LATIN,SM-A165MLGDTPA,Green
WHOLE SALE,MOBILE,SAM Lat,A165 (Galaxy A16) 4+128GB,A165-SM-GR4128D,SM-A165MZADTPA (Galaxy A16) Gray 4+128GB DS LATIN,SM-A165MZADTPA,Gray
WHOLE SALE,MOBILE,SAM Lat,A165 (Galaxy A16) 6+128GB,A165-SM-GR6128D,SM-A165MZAGTPA (Galaxy A16) Gray 6+128GB DS LATIN,SM-A165MZAGTPA,Gray
WHOLE SALE,MOBILE,SAM Lat,A165 (Galaxy A16) 4+128GB,A165-SM-BK4128D,SM-A165MZKDTPA (Galaxy A16) Black 4+128GB DS LATIN,SM-A165MZKDTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A165 (Galaxy A16) 6+128GB,A165-SM-BK6128D,SM-A165MZKGTPA (Galaxy A16) Black 6+128GB DS LATIN ,SM-A165MZKGTPA,Black
ACCESSORY,ACCESSORY,SAM Lat,L705F Watch Ultra,L705-S-WATULTSL,SM-L705FZTAGTO Galaxy Watch Ultra Titanium Silver,SM-L705FZTAGTO,Titanium Silver
ACCESSORY,ACCESSORY,SAM Lat,L705F Watch Ultra,L705-S-WATULTWT,SM-L705FZWAGTO Galaxy Watch Ultra Titanium White,SM-L705FZWAGTO,Titanium White 
WHOLE SALE,MOBILE,SAM Lat,S926 (S24+) 12+256GB,S926-SM-YL256DL,SM-S926BZYJTPA (S24+) 12+256GB AMBER YELLOW DS LATIN,SM-S926BZYJTPA,AMBER YELLOW
WHOLE SALE,TABLET,SAM Lat,TAB X820 (Galaxy Tab S10 +) WIFI 12+256GB (W / KBD),X820-SM-SL256WF,SM-X820NZSDTPA (Galaxy Tab S10 +) WIFI 12+256GB SILVER (W / KBD) LATIN,SM-X820NZSDTPA,Silver
WHOLE SALE,TABLET,SAM Lat,TAB X920 (Galaxy Tab S10 ultra) WIFI 12+256GB (W / KBD),X920-SM-GR256WF,SM-X920NZADTPA (Galaxy Tab S10 Ultra) WIFI 12+256GB (W / KBD) GRAPHITE LATIN,SM-X920NZADTPA,Graphite
WHOLE SALE,MOBILE,SAM Lat,A065 (Galaxy A06) 4+64GB,A065-SM-BL64GT,SM-A065MLBDGTO (Galaxy A06) BLUE 4+64GB DS LATIN,SM-A065MLBDGTO,Blue
WHOLE SALE,MOBILE,SAM Lat,S926 (S24+) 12+512GB,S926-SM-VL512DL,SM-S926BZVKTPA (S24+) 12+512GB COBALT VIOLET DS LATIN,SM-S926BZVKTPA,COBALT VIOLET
WHOLE SALE,MOBILE,SAM Lat,S938 (S25 Ultra) 12+512GB,S938-SM-GR512DL,SM-S938BZTKTPA (S25 Ultra) 12+512GB TITANIUM GRAY DS LATIN,SM-S938BZTKTPA,TITANIUM GRAY 
WHOLE SALE,MOBILE,SAM Lat,S938 (S25 Ultra) 12+512GB,S938-SM-BK512DL,SM-S938BZKKTPA (S25 Ultra) 12+512GB TITANIUM BLACK DS LATIN,SM-S938BZKKTPA,TITANIUM Black
WHOLE SALE,MOBILE,SAM Lat,S938 (S25 Ultra) 12+512GB,S938-SM-WS512DL,SM-S938BZSKTPA (S25 Ultra) 12+512GB TITANIUM WHITESILVER DS LATIN,SM-S938BZSKTPA,TITANIUM WHITESILVER
WHOLE SALE,MOBILE,SAM Lat,S938 (S25 Ultra) 12+512GB,S938-SM-SB512DL,SM-S938BZBKTPA (S25 Ultra) 12+512GB TITANIUM SILVERBLUE DS LATIN,SM-S938BZBKTPA,TITANIUM SILVERBLUE
WHOLE SALE,MOBILE,SAM Lat,S938 (S25 Ultra) 12+256GB,S938-SM-BK256DL,SM-S938BZKJTPA (S25 Ultra) 12+256GB TITANIUM BLACK DS LATIN,SM-S938BZKJTPA,TITANIUM BLACK
WHOLE SALE,MOBILE,SAM Lat,S931 (S25) 12+128GB ,S931-SM-BL128DL,SM-S931BLBJTPA (S25) 12+128GB ICYBLUE DS LATIN,SM-S931BLBJTPA,ICYBLUE
WHOLE SALE,MOBILE,SAM Lat,S931 (S25) 12+128GB ,S931-SM-SL128DL,SM-S931BZSJTPA (S25) 12+128GB SILVER SHADOW DS LATIN,SM-S931BZSJTPA,SILVER SHADOW
WHOLE SALE,MOBILE,SAM Lat,S936 (S25+) 12+256GB,S936-SM-NV256DL,SM-S936BDBJTPA (S25+) 12+256GB NAVY DS LATIN,SM-S936BDBJTPA,NAVY
WHOLE SALE,MOBILE,SAM Lat,S931 (S25) 12+256GB,S931-SM-BL256DL,SM-S931BLBKTPA (S25) 12+256GB ICYBLUE DS LATIN,SM-S931BLBKTPA,ICYBLUE
WHOLE SALE,MOBILE,SAM Lat,S931 (S25) 12+256GB,S931-SM-SL256DL,SM-S931BZSKTPA (S25) 12+256GB SILVER SHADOW DS LATIN,SM-S931BZSKTPA,SILVER SHADOW
ACCESSORY,CASE,SAM Lat,S25 (S931) SILICONE CASE,S931-SM-CASE-BK,EF-PS931CBEGWW S25 Silicone Case Black,EF-PS931CBEGWW,Black
ACCESSORY,CASE,SAM Lat,S25+  (S936) SILICONE CASE,S936-SM-CASE-BK,EF-PS936CBEGWW S25+ Silicone CASE Black,EF-PS936CBEGWW,Black
ACCESSORY,CASE,SAM Lat,S25+  (S936) SILICONE CASE,S936-SM-CASE-MN,EF-PS936CMEGWW S25+ SILICONE CASE Mint,EF-PS936CMEGWW,Mint
ACCESSORY,CASE,SAM Lat,S25+  (S936) SILICONE CASE,S936-SM-CASE-RD,EF-PS936CREGWW S25+ SILICONE CASE RED,EF-PS936CREGWW,Red
ACCESSORY,CASE,SAM Lat,S25 (S931) SILICONE CASE,S931-SM-CASE-MN,EF-PS931CMEGWW S25 Silicone Case Mint,EF-PS931CMEGWW,Mint
ACCESSORY,CASE,SAM Lat,S25 (S931) SILICONE CASE,S931-SM-CASE-BL,EF-PS931CNEGWW S25 Silicone Case Blue,EF-PS931CNEGWW,Blue
ACCESSORY,CASE,SAM Lat,S25 (S931) SILICONE CASE,S931-SM-CASE-RD,EF-PS931CREGWW S25 Silicone Case Red,EF-PS931CREGWW,Red
ACCESSORY,CASE,SAM Lat,S25 Ultra (S938) SILICONE CASE,S938-SM-CASE-BK,EF-PS938CBEGWW S25 Ultra SILICONOE CASE Black,EF-PS938CBEGWW,Black
ACCESSORY,CASE,SAM Lat,S25 Ultra (S938) SILICONE CASE,S938-SM-CASE-MN,EF-PS938CMEGWW S25 Ultra SILICONE CASE Mint,EF-PS938CMEGWW,Mint
ACCESSORY,CASE,SAM Lat,S25 Ultra (S938) SILICONE CASE,S938-SM-CAS-LBL,EF-PS938CLEGWW S25 Ultra SILICONE CASE Light Blue,EF-PS938CLEGWW,Light Blue
ACCESSORY,CASE,SAM Lat,S25 Ultra (S938) SILICONE CASE,S938-SM-CASE-RD,EF-PS938CREGWW S25 Ultra SILICONE CASE RED,EF-PS938CREGWW,Red
WHOLE SALE,MOBILE,SAM Lat,S938 (S25 Ultra) 12+256GB,S938-SM-GR256DL,SM-S938BZTJTPA (S25 Ultra) 12+256GB TITANIUM GRAY DS LATIN,SM-S938BZTJTPA,TITANIUM GRAY
WHOLE SALE,MOBILE,SAM Lat,S936 (S25+) 12+256GB,S936-SM-MN256DL,SM-S936BLGJTPA (S25+) 12+256GB MINT DS LATIN,SM-S936BLGJTPA,Mint
